,district,school,primary_job,fte,salary,certificate,subcategory,teaching_route,highly_qualified,experience_district,experience_nj,experience_total
4761,583,1881,0,1.0,56150,5,2,1,5,16.0,23.0,23.0
4764,28,1197,1,1.0,71469,5,4,1,5,11.0,11.0,11.0
4767,28,76,1,1.0,72311,5,4,1,5,8.0,8.0,8.0
4768,28,76,0,1.0,71469,5,4,1,5,13.0,13.0,13.0
4769,28,76,1,1.0,78091,5,4,1,5,11.0,11.0,11.0
4774,28,1201,1,1.0,99847,5,4,1,1,34.0,34.0,34.0
4785,28,1197,1,1.0,69795,5,4,1,1,3.0,12.0,12.0
4791,28,1201,1,1.0,99847,5,4,1,1,30.0,33.0,33.0
4792,28,1201,1,1.0,87229,5,4,1,1,29.0,29.0,29.0
4793,28,1201,1,1.0,90436,5,4,1,1,31.0,31.0,31.0
4794,28,1201,1,1.0,80606,5,4,1,1,13.0,13.0,13.0
4795,28,1201,1,1.0,99847,5,4,1,1,30.0,30.0,30.0
4796,28,1201,1,1.0,95141,5,4,1,1,30.0,30.0,30.0
4801,583,1881,0,1.0,45742,5,2,1,1,3.0,5.0,11.0
4840,28,76,1,1.0,79998,5,4,1,5,10.0,10.0,10.0
4842,28,76,1,1.0,80606,5,4,1,5,14.0,14.0,14.0
4843,28,76,1,1.0,64765,5,4,1,5,2.0,2.0,2.0
4845,28,76,1,1.0,66791,5,4,1,5,1.0,10.0,10.0
4847,28,76,1,1.0,67280,5,4,1,5,3.0,4.0,4.0
4848,28,76,1,1.0,104578,5,4,1,5,31.0,31.0,31.0
4849,28,76,1,1.0,91713,5,4,1,5,23.0,23.0,23.0
4851,28,76,0,1.0,72981,5,4,1,5,9.0,11.0,11.0
4852,28,76,1,1.0,72469,5,4,1,5,15.0,15.0,15.0
4855,28,76,1,1.0,80606,5,4,1,5,12.0,13.0,13.0
4856,28,76,1,1.0,85847,5,4,1,5,12.0,12.0,12.0
4857,28,76,1,1.0,86936,5,4,1,5,21.0,21.0,21.0
4862,28,76,1,1.0,94380,5,4,1,5,25.0,25.0,25.0
4865,28,76,1,1.0,76698,5,4,1,5,7.0,7.0,7.0
4867,28,76,1,1.0,87646,5,4,1,5,11.0,11.0,11.0
4868,28,76,1,1.0,88152,5,4,1,5,14.0,14.0,14.0
4869,28,76,1,1.0,80248,5,4,1,5,11.0,11.0,11.0
4877,28,472,1,1.0,59090,5,4,1,5,1.0,1.0,1.0
4885,28,1197,0,1.0,81606,5,4,1,5,15.0,15.0,15.0
4893,28,682,0,1.0,72311,5,3,1,5,7.0,7.0,7.0
4898,28,1201,1,1.0,90436,5,4,1,5,35.0,35.0,35.0
4899,28,1201,1,1.0,77341,5,4,1,5,9.0,11.0,11.0
4910,583,1881,2,0.33,61700,5,2,1,5,15.0,32.0,32.0
4914,583,1881,0,1.0,44217,5,2,1,5,3.0,4.0,4.0
4915,583,1881,0,1.0,52878,5,2,1,5,15.0,15.0,15.0
4957,490,846,0,0.7,31115,1,2,1,4,0.0,0.0,0.0
4958,490,846,0,0.7,31115,4,2,1,4,0.0,1.0,1.0
4970,490,354,0,1.0,49709,5,2,1,4,5.0,5.0,5.0
4971,490,354,0,1.0,48209,5,2,1,4,7.0,7.0,7.0
4977,431,1627,0,1.0,55208,1,4,1,4,1.0,4.0,4.0
4986,28,76,1,1.0,69030,4,4,0,3,3.0,3.0,3.0
4997,4,715,0,1.0,60820,5,2,1,3,0.0,0.0,0.0
5004,4,715,0,1.0,59820,5,2,1,3,1.0,1.0,1.0
5028,4,179,0,1.0,61820,5,2,1,3,4.0,4.0,4.0
5048,490,846,0,1.0,85362,5,2,1,3,33.0,33.0,33.0
5064,431,1627,0,1.0,54559,5,2,1,3,5.0,5.0,16.0
5071,4,715,0,1.0,55020,4,2,1,2,0.0,0.0,0.0
5074,4,179,0,1.0,82640,5,2,1,2,20.0,20.0,20.0
5076,4,179,0,1.0,56020,5,2,1,2,0.0,0.0,0.0
5090,431,1627,0,0.2,51421,4,2,0,2,2.0,5.0,5.0
5091,28,76,1,1.0,70009,5,4,1,1,15.0,15.0,15.0
5092,28,76,1,1.0,94817,5,4,1,1,26.0,26.0,26.0
5093,28,76,1,1.0,75576,5,4,1,1,10.0,10.0,10.0
5094,28,76,1,1.0,98212,5,4,1,1,12.0,21.0,21.0
5095,28,76,1,1.0,81606,5,4,1,1,16.0,16.0,16.0
5096,28,76,1,1.0,93745,5,4,1,1,16.0,17.0,17.0
5097,28,76,1,1.0,91196,5,4,1,1,17.0,17.0,17.0
5103,7,43,0,1.0,64784,5,2,1,4,4.0,12.0,12.0
5105,28,76,1,1.0,60880,5,4,0,4,6.0,6.0,6.0
5119,29,127,2,1.0,89502,5,2,1,0,3.0,11.0,11.0
5135,29,126,6,0.5,112478,5,2,1,0,25.0,25.0,25.0
5148,29,126,2,1.0,71470,5,2,1,0,0.0,6.0,6.0
5212,28,1197,1,1.0,74826,5,4,1,4,9.0,11.0,11.0
5217,28,1201,1,1.0,94817,5,4,1,4,27.0,27.0,27.0
5218,28,1201,1,1.0,95141,5,4,1,4,30.0,30.0,30.0
5228,7,43,0,1.0,56162,1,2,1,4,5.0,5.0,5.0
5230,7,43,0,1.0,59982,5,2,0,4,10.0,10.0,10.0
5234,7,43,0,1.0,51360,4,2,1,4,2.0,2.0,2.0
5268,490,846,0,1.0,47309,5,2,1,4,1.0,1.0,1.0
5269,490,846,0,1.0,51809,5,2,1,4,3.0,3.0,3.0
5284,30,538,0,1.0,70285,5,2,0,5,19.0,19.0,19.0
5285,30,538,0,1.0,85105,5,2,1,5,19.0,19.0,19.0
5287,30,731,0,1.0,72785,5,2,1,5,10.0,10.0,10.0
5288,30,731,0,1.0,71685,5,2,1,5,10.0,11.0,11.0
5289,30,731,0,0.5,68685,5,2,1,5,11.0,11.0,11.0
5290,30,731,0,1.0,80505,5,2,1,5,16.0,16.0,16.0
5291,30,731,0,1.0,72685,5,2,1,5,14.0,14.0,17.0
5292,30,731,0,1.0,81105,5,2,1,5,18.0,18.0,18.0
5298,30,538,0,1.0,78295,5,2,1,5,20.0,20.0,20.0
5299,30,538,0,1.0,73885,5,2,1,5,9.0,10.0,10.0
5300,30,538,0,1.0,76685,5,2,1,5,16.0,16.0,16.0
5301,30,538,0,1.0,78505,5,2,1,5,16.0,16.0,16.0
5302,30,538,0,1.0,80505,5,2,1,5,16.0,16.0,16.0
5304,30,538,0,1.0,85325,5,2,1,5,14.0,14.0,14.0
5305,30,538,0,1.0,78685,5,2,0,5,13.0,13.0,15.0
5306,30,538,0,1.0,81105,1,2,1,5,18.0,18.0,18.0
5307,30,538,0,1.0,89705,5,2,1,5,22.0,22.0,22.0
5334,30,377,0,1.0,56870,5,2,1,5,0.0,0.0,19.0
5348,28,76,1,1.0,58420,4,4,1,5,2.0,2.0,2.0
5349,28,76,1,1.0,67280,5,4,1,5,3.0,8.0,8.0
5350,28,76,1,1.0,53500,5,4,1,5,1.0,3.0,3.0
5363,43,951,2,1.0,57376,2,2,1,0,1.0,1.0,1.0
5384,43,377,2,1.0,69376,5,2,1,0,0.0,8.0,8.0
5405,30,538,2,1.0,87883,5,4,1,0,11.0,22.0,22.0
5440,30,804,0,1.0,78505,5,2,1,5,15.0,15.0,15.0
5442,30,956,0,0.5,86178,5,1,1,5,15.0,15.0,15.0
5443,30,956,0,1.0,52870,1,2,1,5,2.0,2.0,2.0
5446,30,1835,0,1.0,93115,5,2,1,5,22.0,22.0,22.0
5447,30,1835,0,1.0,58870,1,2,1,5,2.0,2.0,2.0
5451,43,417,0,1.0,49376,4,4,1,5,2.0,2.0,2.0
5452,43,951,0,1.0,69376,5,2,1,5,15.0,15.0,15.0
5453,43,951,0,1.0,63886,5,2,1,5,4.0,8.0,8.0
5457,72,213,0,1.0,95665,5,2,1,5,16.0,16.0,16.0
5459,72,213,0,1.0,55329,5,2,1,5,7.0,11.0,11.0
5462,72,213,0,1.0,60091,1,2,1,5,7.0,7.0,7.0
5470,72,213,0,1.0,57975,4,2,1,5,6.0,8.0,8.0
5473,72,213,0,1.0,53214,5,2,1,5,5.0,5.0,5.0
5475,43,951,0,1.0,50386,5,4,1,5,3.0,3.0,3.0
5477,43,951,0,1.0,54186,5,2,1,5,10.0,10.0,10.0
5478,43,951,0,1.0,92083,5,2,1,5,20.0,20.0,20.0
5479,43,951,0,1.0,57376,4,2,1,5,0.0,0.0,0.0
5480,43,951,0,1.0,53886,5,2,1,5,9.0,9.0,9.0
5485,43,951,0,1.0,69886,5,2,1,5,12.0,12.0,12.0
5487,43,951,0,1.0,49376,4,2,0,5,3.0,3.0,3.0
5489,43,951,0,1.0,49876,5,2,1,5,2.0,2.0,2.0
5490,43,951,0,1.0,77126,5,2,1,5,17.0,17.0,17.0
5491,43,951,0,1.0,51386,4,2,1,5,5.0,5.0,5.0
5493,43,951,0,1.0,69376,5,2,1,5,15.0,15.0,15.0
5494,43,951,0,1.0,63886,5,2,1,5,13.0,13.0,13.0
5495,43,951,0,1.0,69886,5,2,1,5,13.0,13.0,13.0
5497,43,417,0,1.0,61896,5,2,1,5,9.0,9.0,9.0
5500,43,417,0,1.0,61896,5,2,1,5,10.0,10.0,10.0
5509,43,417,0,1.0,59386,5,2,1,5,5.0,6.0,6.0
5511,43,417,0,1.0,49376,4,2,1,5,1.0,1.0,1.0
5512,43,417,0,1.0,58676,5,2,1,5,1.0,9.0,9.0
5537,30,1835,0,1.0,50870,1,2,1,5,0.0,0.0,0.0
5539,30,1835,0,1.0,71685,5,2,1,5,16.0,16.0,16.0
5540,30,1835,0,1.0,71685,5,2,1,5,16.0,16.0,16.0
5541,30,1835,0,1.0,73685,5,2,1,5,12.0,12.0,12.0
5542,30,1835,0,1.0,83105,5,2,1,5,19.0,19.0,19.0
5543,30,1835,0,1.0,75685,5,2,1,5,13.0,13.0,13.0
5544,30,1835,0,1.0,90778,5,2,1,5,18.0,18.0,18.0
5545,30,1835,0,1.0,55275,5,2,1,5,21.0,21.0,21.0
5547,30,1835,0,1.0,67885,5,2,1,5,9.0,10.0,10.0
5548,30,1835,0,1.0,59985,5,2,1,5,8.0,8.0,8.0
5576,30,956,0,1.0,53870,1,2,1,5,1.0,1.0,1.0
5579,30,956,0,1.0,63785,5,2,1,5,9.0,9.0,9.0
5580,30,956,0,1.0,82295,5,2,1,5,20.0,20.0,20.0
5582,30,956,0,1.0,78505,5,2,1,5,14.0,14.0,14.0
5583,30,956,0,1.0,83915,5,2,1,5,16.0,18.0,18.0
5584,30,956,0,1.0,80505,5,2,1,5,16.0,16.0,16.0
5593,30,804,0,0.5,58870,5,2,1,5,2.0,2.0,2.0
5594,30,804,0,1.0,69685,5,2,1,5,13.0,13.0,13.0
5595,30,804,0,1.0,58870,1,2,1,5,2.0,2.0,2.0
5596,30,804,0,1.0,81685,5,2,1,5,14.0,18.0,18.0
5597,30,804,0,1.0,78505,5,2,0,5,14.0,14.0,14.0
5598,30,804,0,1.0,100355,5,2,1,5,19.0,27.0,27.0
5600,30,804,0,1.0,78505,5,2,1,5,14.0,14.0,14.0
5601,30,804,0,1.0,59985,1,2,1,5,9.0,11.0,11.0
5602,30,804,0,1.0,65985,5,2,1,5,8.0,8.0,8.0
5603,30,804,0,1.0,50870,4,2,1,5,0.0,0.0,0.0
5604,30,804,0,1.0,50870,1,2,1,5,0.0,0.0,0.0
5605,30,731,0,1.0,56875,5,2,1,5,3.0,3.0,3.0
5608,30,731,0,1.0,86295,5,2,1,5,22.0,22.0,22.0
5609,30,731,0,1.0,75685,5,2,1,5,14.0,14.0,14.0
5612,43,417,0,1.0,99955,5,2,1,1,28.0,28.0,28.0
5613,72,213,0,1.0,88567,5,2,1,1,15.0,17.0,17.0
5642,30,377,2,0.4,25948,5,4,1,3,1.0,1.0,1.0
5643,29,127,5,1.0,140470,5,2,1,3,17.0,17.0,17.0
5713,30,956,0,1.0,58085,5,2,1,2,7.0,7.0,7.0
5752,43,417,0,1.0,99019,5,2,1,1,23.0,23.0,23.0
5753,43,417,0,1.0,98383,5,2,1,1,19.0,19.0,19.0
5754,43,417,0,1.0,102491,5,2,1,1,35.0,35.0,35.0
5764,30,956,0,1.0,69685,5,2,1,1,16.0,22.0,22.0
5766,30,804,0,1.0,81105,5,2,1,1,18.0,24.0,24.0
5767,30,731,0,1.0,101921,5,2,1,1,54.0,54.0,54.0
5861,87,377,2,1.0,87275,5,2,1,3,3.0,3.0,3.0
5865,87,377,2,1.0,115525,5,2,1,3,47.0,47.0,47.0
5895,72,213,0,1.0,53239,5,2,1,3,6.0,7.0,7.0
5896,72,213,0,1.0,51202,0,2,0,3,1.0,1.0,1.0
5923,30,956,0,1.0,71985,1,2,1,3,7.0,7.0,7.0
5927,30,956,0,1.0,84515,5,2,1,3,18.0,18.0,18.0
5928,30,956,2,1.0,101645,5,4,1,3,22.0,22.0,22.0
5930,30,804,0,1.0,73685,5,2,1,3,13.0,13.0,13.0
5937,30,538,2,1.0,93115,5,4,1,3,22.0,25.0,25.0
5939,30,538,0,1.0,65985,5,2,1,3,8.0,8.0,8.0
5954,30,804,0,1.0,91925,5,2,1,4,19.0,20.0,20.0
5970,114,612,2,1.0,54885,5,2,1,0,4.0,4.0,4.0
5997,114,377,2,1.0,101375,5,4,1,0,14.0,14.0,14.0
6019,100,339,5,1.0,77350,5,4,1,0,7.0,7.0,7.0
6025,91,1696,2,1.0,93469,5,2,1,0,8.0,14.0,14.0
6054,72,213,0,1.0,60091,5,2,1,4,6.0,6.0,6.0
6056,72,213,0,1.0,53214,5,2,1,4,4.0,4.0,4.0
6058,30,1835,0,1.0,73685,5,2,1,4,11.0,11.0,11.0
6125,87,1542,0,1.0,49550,5,2,1,5,1.0,1.0,1.0
6127,87,1543,0,1.0,51950,5,4,1,5,4.0,4.0,4.0
6129,87,1543,0,1.0,57450,1,2,1,5,4.0,4.0,4.0
6130,87,1544,0,1.0,57450,5,2,1,5,4.0,4.0,4.0
6132,87,1545,0,1.0,60000,5,2,1,5,13.0,13.0,13.0
6158,87,1545,0,1.0,57450,5,2,1,5,4.0,4.0,4.0
6159,87,1545,0,1.0,50350,1,4,1,5,3.0,3.0,3.0
6160,87,1545,0,1.0,52515,5,2,1,5,3.0,3.0,3.0
6162,87,1545,0,1.0,24400,0,4,1,5,0.0,0.0,0.0
6165,87,1545,0,0.5,50350,5,2,1,5,1.0,1.0,1.0
6166,87,1545,0,1.0,55150,5,2,1,5,4.0,4.0,4.0
6177,87,1545,0,1.0,48750,5,2,1,5,1.0,1.0,1.0
6178,87,1545,0,0.75,37538,0,2,1,5,0.0,0.0,0.0
6179,87,1545,0,1.0,52850,5,4,1,5,0.0,0.0,0.0
6183,87,1545,0,1.0,56950,5,4,1,5,3.0,3.0,3.0
6184,87,1545,0,1.0,50350,5,2,1,5,1.0,1.0,1.0
6185,87,1545,0,1.0,53950,5,2,1,5,4.0,4.0,4.0
6186,87,1544,0,1.0,51950,5,2,1,5,3.0,3.0,3.0
6192,87,1544,0,1.0,50350,5,2,1,5,6.0,6.0,6.0
6194,87,1544,0,1.0,60650,5,2,1,5,8.0,8.0,8.0
6199,87,1544,0,1.0,48750,5,2,1,5,1.0,1.0,1.0
6200,87,1544,0,1.0,37538,5,2,1,5,3.0,3.0,3.0
6203,87,1543,0,1.0,38154,5,2,1,5,1.0,1.0,1.0
6204,87,1543,0,0.75,38154,5,2,1,5,0.0,0.0,0.0
6205,87,1543,0,0.33,48750,5,2,1,5,1.0,1.0,1.0
6208,87,1543,0,1.0,57450,5,2,1,5,4.0,4.0,4.0
6210,87,1543,0,0.75,40695,1,2,1,5,0.0,0.0,0.0
6211,87,1543,0,1.0,51950,1,2,1,5,4.0,4.0,4.0
6212,87,1543,0,1.0,59150,5,2,1,5,6.0,6.0,6.0
6217,87,1543,0,1.0,51950,5,4,1,5,2.0,2.0,2.0
6218,87,1543,0,1.0,63350,1,2,1,5,0.0,0.0,0.0
6220,87,1543,0,1.0,57450,5,2,1,5,1.0,1.0,1.0
6221,87,1542,0,1.0,70850,5,2,1,5,1.0,1.0,1.0
6222,87,1542,0,1.0,37538,0,2,0,5,1.0,1.0,1.0
6223,87,1542,0,1.0,59250,5,2,1,5,4.0,4.0,4.0
6224,87,1542,0,1.0,51950,5,2,1,5,4.0,4.0,4.0
6229,87,1542,0,1.0,37538,5,2,1,5,1.0,1.0,1.0
6232,87,1542,0,1.0,48750,0,2,1,5,1.0,1.0,1.0
6234,87,1542,0,1.0,53950,1,2,1,5,4.0,4.0,4.0
6235,87,1542,0,0.25,54350,5,2,1,5,2.0,2.0,2.0
6237,87,294,0,1.0,48750,5,2,1,5,3.0,3.0,3.0
6262,87,294,0,0.5,51950,5,2,1,5,4.0,4.0,4.0
6282,114,1590,2,1.0,78385,5,2,1,0,5.0,5.0,5.0
6296,100,443,0,1.0,105257,5,2,1,5,17.0,17.0,17.0
6300,100,1117,0,1.0,72825,5,2,1,5,7.0,7.0,7.0
6318,107,1009,0,1.0,54553,4,2,1,5,1.0,1.0,1.0
6319,107,1009,0,1.0,62370,5,2,1,5,0.0,8.0,8.0
6320,107,1009,0,1.0,59680,5,2,1,5,5.0,5.0,5.0
6321,107,1009,0,1.0,91111,5,2,1,5,17.0,17.0,20.0
6322,107,1009,0,1.0,47640,5,2,1,5,5.0,6.0,6.0
6324,107,1009,0,1.0,70818,5,2,1,5,11.0,11.0,11.0
6326,107,1009,0,1.0,53573,4,2,1,5,0.0,1.0,1.0
6348,107,332,0,1.0,69345,5,2,1,5,15.0,16.0,16.0
6350,107,332,0,1.0,54143,5,2,1,5,0.0,2.0,2.0
6353,100,1117,0,1.0,52775,4,2,1,5,4.0,4.0,4.0
6354,100,1117,0,1.0,65935,5,2,1,5,3.0,3.0,3.0
6358,100,1117,0,1.0,63995,5,2,1,5,2.0,2.0,2.0
6362,100,1117,0,1.0,72825,5,2,1,5,8.0,8.0,8.0
6363,100,1117,0,1.0,89456,5,2,1,5,13.0,13.0,13.0
6365,100,1117,0,1.0,98166,5,2,1,5,15.0,15.0,15.0
6368,100,1117,0,1.0,87899,5,2,1,5,41.0,41.0,41.0
6369,100,443,0,1.0,63995,5,2,1,5,3.0,3.0,3.0
6373,100,443,0,1.0,67850,5,2,1,5,5.0,5.0,5.0
6376,100,443,0,1.0,72825,5,2,1,5,6.0,6.0,6.0
6378,100,443,0,1.0,72825,5,2,1,5,9.0,9.0,9.0
6379,100,443,0,1.0,65630,5,2,1,5,10.0,10.0,10.0
6381,100,443,0,1.0,78803,5,2,1,5,10.0,10.0,10.0
6382,100,443,0,1.0,78803,5,2,0,5,11.0,11.0,11.0
6384,100,443,0,1.0,110313,5,2,1,5,13.0,16.0,16.0
6386,100,443,0,1.0,110313,5,2,1,5,12.0,12.0,12.0
6387,100,443,0,1.0,89456,5,2,1,5,14.0,14.0,14.0
6388,100,443,0,1.0,98166,5,2,1,5,15.0,15.0,15.0
6390,100,443,0,1.0,78803,5,2,1,5,11.0,11.0,11.0
6391,100,443,0,1.0,78803,5,2,1,5,11.0,11.0,11.0
6392,100,443,0,1.0,87899,5,2,1,5,26.0,26.0,26.0
6394,100,443,0,1.0,78803,5,2,1,5,10.0,10.0,10.0
6398,100,443,0,1.0,57850,5,2,1,5,3.0,3.0,3.0
6425,100,339,7,1.0,70070,5,4,1,5,1.0,1.0,1.0
6461,114,612,0,1.0,50885,5,2,1,5,4.0,4.0,4.0
6462,114,612,0,1.0,51888,5,2,1,5,3.0,3.0,3.0
6463,114,612,0,1.0,83185,5,2,1,5,16.0,16.0,16.0
6464,114,729,0,1.0,54185,5,2,1,5,4.0,4.0,4.0
6465,114,729,0,0.2,74405,5,4,1,5,12.0,12.0,12.0
6466,114,729,0,1.0,74405,5,2,1,5,15.0,15.0,15.0
6467,114,729,0,1.0,52285,5,2,1,5,5.0,5.0,5.0
6479,114,612,0,1.0,101375,5,2,1,1,19.0,19.0,19.0
6481,114,612,0,1.0,101375,5,2,1,1,28.0,28.0,28.0
6482,114,612,0,1.0,78385,5,2,1,1,13.0,13.0,13.0
6484,114,612,0,1.0,84330,5,2,1,1,43.0,43.0,43.0
6493,107,1009,0,1.0,103078,5,2,1,1,25.0,25.0,25.0
6502,114,612,0,1.0,101375,5,2,1,1,30.0,30.0,30.0
6517,114,1590,0,1.0,90340,5,2,1,5,13.0,13.0,13.0
6519,114,1590,0,1.0,54370,5,2,1,5,7.0,7.0,7.0
6533,114,1590,0,1.0,67965,5,2,1,5,11.0,11.0,11.0
6535,114,1590,0,1.0,64255,5,2,1,5,12.0,12.0,12.0
6536,114,1590,0,1.0,62775,5,2,1,5,10.0,10.0,10.0
6542,114,1590,0,1.0,50185,5,2,1,5,4.0,4.0,4.0
6545,114,1590,0,1.0,50185,5,2,1,5,4.0,4.0,4.0
6559,114,729,0,1.0,57055,5,2,1,5,9.0,9.0,9.0
6562,114,729,0,1.0,54370,5,2,1,5,9.0,9.0,9.0
6569,114,729,0,1.0,60765,5,2,1,5,11.0,11.0,11.0
6570,114,729,0,1.0,67965,5,2,1,5,10.0,10.0,10.0
6571,114,729,0,1.0,97520,5,2,1,5,19.0,19.0,19.0
6572,114,729,0,1.0,72675,5,2,1,5,10.0,10.0,10.0
6575,114,729,0,1.0,82390,5,2,1,5,12.0,12.0,12.0
6585,114,729,0,1.0,46184,5,4,1,5,10.0,10.0,10.0
6589,114,729,0,1.0,52285,5,2,1,5,5.0,5.0,5.0
6591,114,729,0,1.0,56685,5,2,1,5,3.0,3.0,3.0
6594,114,612,0,1.0,97520,5,2,1,5,20.0,20.0,20.0
6595,114,612,0,1.0,101375,5,2,1,5,28.0,28.0,28.0
6598,114,612,0,1.0,56685,5,2,1,5,10.0,10.0,10.0
6599,114,612,0,1.0,71565,5,2,1,5,10.0,10.0,10.0
6600,114,612,0,1.0,101375,5,2,1,5,24.0,24.0,24.0
6604,114,612,0,1.0,50185,5,2,1,5,2.0,2.0,2.0
6606,114,612,0,1.0,75405,5,2,1,5,12.0,12.0,12.0
6607,114,612,0,1.0,50185,5,2,1,5,5.0,5.0,5.0
6609,114,612,0,1.0,56685,5,2,1,5,5.0,5.0,5.0
6610,114,612,0,1.0,64255,5,2,1,5,9.0,9.0,9.0
6611,114,612,0,1.0,67855,5,2,1,5,8.0,8.0,8.0
6641,87,1545,0,1.0,61650,5,4,1,3,8.0,8.0,8.0
6652,100,339,2,1.0,94381,5,2,1,3,6.0,6.0,6.0
6653,107,332,0,1.0,94971,5,2,1,3,21.0,21.0,21.0
6654,107,332,0,1.0,90611,5,2,1,3,21.0,21.0,21.0
6658,100,339,2,1.0,72825,5,4,1,3,3.0,3.0,3.0
6693,87,1545,0,1.0,50350,5,2,1,3,4.0,4.0,4.0
6695,87,1545,0,1.0,57450,1,2,1,3,7.0,7.0,7.0
6712,87,1543,0,1.0,81850,5,1,1,3,13.0,13.0,13.0
6747,87,294,2,1.0,113325,5,2,1,3,16.0,16.0,16.0
6766,107,1009,0,1.0,61965,5,2,1,2,5.0,5.0,5.0
6767,107,1009,0,1.0,59633,5,2,1,2,5.0,7.0,7.0
6769,107,1009,0,1.0,50630,5,2,1,2,7.0,7.0,7.0
6792,114,1590,0,1.0,101375,5,2,1,1,46.0,46.0,46.0
6795,114,1590,0,1.0,50185,5,2,1,1,3.0,3.0,3.0
6799,114,729,0,1.0,88660,5,2,1,1,37.0,37.0,37.0
6848,124,1097,0,1.0,64517,5,2,1,4,6.0,6.0,6.0
6849,124,1097,0,1.0,67317,5,2,1,4,6.0,6.0,6.0
6857,124,1097,0,1.0,99386,5,2,1,4,9.0,9.0,9.0
6906,114,612,0,1.0,84330,5,2,1,4,19.0,19.0,19.0
6923,87,1545,0,1.0,50350,1,4,1,4,3.0,3.0,3.0
6927,100,1117,0,1.0,75630,5,2,0,4,10.0,10.0,10.0
6930,87,1544,0,1.0,57450,1,2,1,4,4.0,4.0,4.0
6932,87,1542,0,1.0,59250,5,2,1,4,2.0,2.0,2.0
6965,129,454,0,1.0,54028,5,2,1,5,3.0,3.0,3.0
6971,137,563,0,1.0,62285,5,2,1,5,19.0,19.0,19.0
6976,137,1608,0,1.0,46360,5,2,1,5,1.0,1.0,1.0
6977,137,587,0,1.0,47860,5,2,0,5,8.0,8.0,8.0
6978,137,587,0,1.0,55110,5,2,1,5,9.0,9.0,9.0
6981,137,587,0,1.0,47360,5,2,1,5,4.0,4.0,4.0
6982,137,587,0,1.0,51610,5,2,1,5,9.0,9.0,9.0
6983,137,587,0,1.0,46360,5,2,1,5,1.0,5.0,15.0
6984,137,587,0,1.0,48360,5,2,1,5,2.0,4.0,4.0
6986,137,563,0,1.0,46360,5,2,1,5,2.0,2.0,2.0
6989,137,587,0,1.0,49860,5,2,1,5,2.0,2.0,2.0
6990,137,587,0,1.0,49860,5,2,1,5,1.0,17.0,17.0
6992,137,587,0,1.0,52860,5,2,1,5,3.0,3.0,15.0
6995,137,563,0,1.0,59610,5,2,1,5,14.0,14.0,14.0
6996,137,563,0,1.0,58810,5,2,1,5,12.0,12.0,15.0
6998,137,563,0,1.0,55360,5,2,1,5,11.0,11.0,11.0
7000,137,563,0,1.0,68385,5,2,1,5,22.0,22.0,22.0
7001,137,563,0,1.0,79460,5,2,1,5,26.0,26.0,27.0
7002,137,563,0,1.0,78460,5,2,1,5,24.0,24.0,24.0
7004,137,563,0,1.0,58110,5,2,1,5,11.0,11.0,11.0
7006,137,563,0,1.0,47360,1,2,1,5,3.0,3.0,3.0
7007,137,563,0,1.0,46360,5,2,1,5,3.0,3.0,3.0
7009,137,563,0,1.0,49343,1,2,1,5,1.0,1.0,1.0
7010,137,563,0,1.0,49343,1,2,1,5,0.0,1.0,1.0
7025,129,582,0,1.0,48777,5,2,1,5,7.0,7.0,7.0
7028,129,582,0,1.0,54278,5,2,1,5,3.0,3.0,3.0
7056,129,582,0,1.0,48027,4,2,1,5,0.0,1.0,1.0
7057,129,582,0,1.0,68194,5,2,1,5,12.0,16.0,16.0
7060,129,582,0,1.0,48027,1,2,1,5,1.0,1.0,2.0
7065,129,582,0,1.0,48027,1,2,1,5,0.0,4.0,5.0
7069,129,582,0,1.0,60229,5,2,1,5,11.0,11.0,11.0
7073,129,582,0,1.0,54028,1,2,1,5,1.0,1.0,1.0
7074,129,582,0,1.0,51278,5,2,1,5,3.0,3.0,3.0
7077,129,582,0,1.0,54778,5,2,1,5,7.0,10.0,10.0
7081,129,454,0,1.0,48277,5,2,1,5,3.0,3.0,3.0
7082,129,454,0,1.0,48027,4,2,1,5,0.0,0.0,0.0
7084,129,454,0,1.0,55228,5,2,1,5,10.0,14.0,14.0
7094,129,454,0,1.0,55228,5,2,0,5,4.0,4.0,10.0
7096,129,454,0,1.0,57028,4,2,1,5,2.0,2.0,2.0
7101,129,454,0,1.0,48027,0,2,0,5,1.0,1.0,1.0
7109,129,454,0,1.0,54028,4,2,1,5,1.0,1.0,1.0
7113,129,454,0,1.0,51378,5,2,1,5,4.0,4.0,4.0
7133,137,1608,0,1.0,49860,5,2,1,5,2.0,2.0,2.0
7134,139,1337,0,1.0,74000,5,2,1,5,11.0,11.0,16.0
7135,139,1337,0,1.0,62500,5,2,1,5,3.0,3.0,3.0
7136,139,1337,0,1.0,64500,5,2,1,5,6.0,6.0,6.0
7142,141,400,0,1.0,54060,4,2,1,5,1.0,1.0,1.0
7144,141,400,0,1.0,104158,5,2,1,5,22.0,22.0,22.0
7147,141,400,0,1.0,76185,5,1,1,5,5.0,5.0,5.0
7151,141,400,1,1.0,93536,5,2,1,5,24.0,38.0,38.0
7152,141,400,0,1.0,99158,5,2,1,5,10.0,14.0,14.0
7154,141,400,1,1.0,93536,5,2,1,5,26.0,26.0,26.0
7155,141,400,0,1.0,58285,5,2,1,5,2.0,2.0,2.0
7157,141,400,0,1.0,70045,5,1,1,5,4.0,4.0,4.0
